paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W2325816161	A. Bianchi Bonomi Haemophilia and Thrombosis Centre; Fondazione IRCCS Ca’ Granda - Ospedale Maggiore Policlinico; University of Milan; Milan Italy	[2803066834, 189158943]	["2803066834 - Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico", '189158943 - University of Milan']	189158943	2803066834	cwts_multi_inst_related
W2044977787	First Department of Surgery, Institute of Biomedical Sciences Luigi Sacco, Luigi Sacco Hospital, University of Milan, Milan, Italy	[4210087773, 189158943]	['4210087773 - Luigi Sacco Hospital', '189158943 - University of Milan']	189158943	4210087773	cwts_multi_inst_related
W3041116498	Pathology Unit S.Orsola Malpighi Hospital, University of Bologna  Bologna Italy	[4210097083, 9360294]	['4210097083 - Policlinico S.Orsola-Malpighi', '9360294 - University of Bologna']	9360294	4210097083	cwts_multi_inst_related
W3045664133	Department of Obstetrics and Gynecology, IRCCS, Sant'Orsola Malpighi University Hospital University of Bologna Bologna Italy	[4210097083, 9360294]	['4210097083 - Policlinico S.Orsola-Malpighi', '9360294 - University of Bologna']	9360294	4210097083	cwts_multi_inst_related
W2946689586	Department of Medical and Surgical Sciences for Mother, Child and Adult, University of Modena and Reggio Emilia, Azienda Ospedaliero Universitaria Policlinico, Via del Pozzo 71, 41124, Modena, Italy.	[122346577, 4210109058]	['122346577 - University of Modena and Reggio Emilia', '4210109058 - Policlinico di Modena']	122346577	4210109058	cwts_multi_inst_related
W2791982886	1 Tettamanti Research Center, Department of Pediatrics, University of Milano-Bicocca , San Gerardo Hospital/Fondazione MBBM, Monza, Italy.	[4210110840, 66752286]	['4210110840 - Azienda Ospedaliera San Gerardo', '66752286 - University of Milano-Bicocca']	66752286	4210110840	cwts_multi_inst_related
W3184522943	Department of Surgery, Pediatric Urology Unit, Children's Hospital A. Meyer-University of Florence, Florence, Italy.	[45084792, 4210113625]	['45084792 - University of Florence', "4210113625 - Meyer Children's Hospital"]	45084792	Meyer Children's Hospital	cwts_multi_inst_related
W3184269183	Department Experimental and Clinical Medicine & Division of Rheumatology, Azienda Ospedaliero Universitaria Careggi, University of Florence, Florence, Italy	[45084792, 4210115393]	['45084792 - University of Florence', '4210115393 - Azienda Ospedaliero-Universitaria Careggi']	45084792	4210115393	cwts_multi_inst_related
W2560093658	Department of Orthopaedic Oncology and Reconstructive Surgery, Careggi University Hospital, University of Florence, Florence, Italy.	[45084792, 4210115393]	['45084792 - University of Florence', '4210115393 - Azienda Ospedaliero-Universitaria Careggi']	45084792	4210115393	cwts_multi_inst_related
W1928351203	Division of Cardiology, Azienda Ospedaliera-Universitaria “Maggiore della Carità”, Eastern Piedmont University, Novara, Italy	[123338534, 4210119436]	['123338534 - University of Eastern Piedmont Amadeo Avogadro', '4210119436 - Azienda Ospedaliero Universitaria Maggiore della Carita', '-1 - None']	123338534	4210119436	cwts_multi_inst_related
W2345294515	Division of Cardiology, Azienda Ospedaliera-Universitaria “Maggiore della Carità”, Eastern Piedmont University, Novara, Italy	[123338534, 4210119436]	['123338534 - University of Eastern Piedmont Amadeo Avogadro', '4210119436 - Azienda Ospedaliero Universitaria Maggiore della Carita', '-1 - None']	123338534	4210119436	cwts_multi_inst_related
W1928351203	Division of Cardiology, Azienda Ospedaliera-Universitaria “Maggiore della Carità”, Eastern Piedmont University, Novara, Italy	[123338534, 4210119436]	['123338534 - University of Eastern Piedmont Amadeo Avogadro', '4210119436 - Azienda Ospedaliero Universitaria Maggiore della Carita', '-1 - None']	123338534	4210119436	cwts_multi_inst_related
W2345294515	Division of Cardiology, Azienda Ospedaliera-Universitaria “Maggiore della Carità”, Eastern Piedmont University, Novara, Italy	[123338534, 4210119436]	['123338534 - University of Eastern Piedmont Amadeo Avogadro', '4210119436 - Azienda Ospedaliero Universitaria Maggiore della Carita', '-1 - None']	123338534	4210119436	cwts_multi_inst_related
W2069365079	Clinical Cardiology, San Giovanni di Dio Hospital, Azienda Ospedaliero-Universitaria di Cagliari, University of Cagliari, Cagliari, Italy.	[172446870, 4210124799]	['172446870 - University of Cagliari', '4210124799 - Azienda Ospedaliero-Universitaria Cagliari']	172446870	4210124799	cwts_multi_inst_related
W2555719185	and #Department of Radiology Center for Experimental Imaging, IRCCS San Raffaele Scientific Institute, Vita-Salute San Raffaele University, Milan, Italy.	[4210133214, 154387261, 4210153126]	['4210133214 - IRCCS Ospedale San Raffaele', '154387261 - Vita-Salute San Raffaele University', '4210153126 - Istituti di Ricovero e Cura a Carattere Scientifico']	154387261	4210133214	cwts_multi_inst_related
W2914384162	Department of Ophthalmology, San Raffaele Scientific Institute, University Vita-Salute, Milan, Italy.	[4210133214, 154387261]	['4210133214 - IRCCS Ospedale San Raffaele', '154387261 - Vita-Salute San Raffaele University', '-1 - None']	154387261	4210133214	cwts_multi_inst_related
W1731047237	Department of Urology Urological Research Institute University Vita–Salute San Raffaele San Raffaele Scientific Institute Milan	[4210133214, 154387261]	['4210133214 - IRCCS Ospedale San Raffaele', '154387261 - Vita-Salute San Raffaele University', '-1 - None']	154387261	4210133214	cwts_multi_inst_related
W4283211313	Department of Urology, San Raffaele Hospital, IRCCS Milan, Milan, Italy.	[154387261, 4210133214]	['154387261 - Vita-Salute San Raffaele University', '4210133214 - IRCCS Ospedale San Raffaele']	4210133214	154387261	cwts_multi_inst_related
W2127051623	Department of Experimental Medicine and Biochemical Sciences, University Hospital of “Tor Vergata,” University of Rome “Tor Vergata,” Rome, Italy	[4210138843, 116067653]	['4210138843 - Policlinico Tor Vergata', '116067653 - University of Rome Tor Vergata']	116067653	4210138843	cwts_multi_inst_related
W1965058826	Infectious Diseases, IRCCS San Martino Hospital, University of Genoa, IST, Genoa, Italy.	[4210146472, 83816512]	['4210146472 - Ospedale Policlinico San Martino', '83816512 - University of Genoa']	83816512	4210146472	cwts_multi_inst_related
W3044817562	Department of Surgical & Clinical, Diagnostic and Pediatric Sciences, Section of Ophthalmology, University of Pavia IRCCS Fondazione Policlinico San Matteo, Piazzale Golgi, 2, 27100, Pavia, Italy.	[25217355, 4210151645]	['25217355 - University of Pavia', '4210151645 - Policlinico San Matteo Fondazione']	25217355	4210151645	cwts_multi_inst_related
W3081816019	Pediatric Clinic, Fondazione IRCCS, Policlinico San Matteo, University of Pavia, Pavia, Italy.	[25217355, 4210151645]	['25217355 - University of Pavia', '4210151645 - Policlinico San Matteo Fondazione']	25217355	4210151645	cwts_multi_inst_related
W3157728113	Emergency Medicine Unit and Emergency Medicine Postgraduate Training Program, Department of Internal Medicine, University of Pavia, IRCCS Policlinico San Matteo Foundation, 27100 Pavia, Italy.	[25217355, 4210151645]	['25217355 - University of Pavia', '4210151645 - Policlinico San Matteo Fondazione']	25217355	4210151645	cwts_multi_inst_related
W2004979253	Gastroenterology Division of the Department of Internal Medicine, Kitasato University School of Medicine, Kitasato University East Hospital, 2-1-1 Asamizodai, Sagamihara-city, Kanagawa 228-8520, Japan	[4210160172, 64189623]	['4210160172 - Kitasato University East Hospital', '64189623 - Kitasato University']	64189623	4210160172	cwts_multi_inst_related
W2901026065	Department of Surgery, School of Medicine, Kyungpook National University, Kyungpook National University Hospital, Daegu, Republic of Korea.	[31419693, 2801673063]	['31419693 - Kyungpook National University', '2801673063 - Kyungpook National University Hospital']	31419693	2801673063	cwts_multi_inst_related
W1583392966	Department of Laboratory Medicine and Genetics, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, #N#Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2549586981	Department of Laboratory Medicine and Genetics, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, #N#Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W1583392966	Department of Laboratory Medicine and Genetics, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, #N#Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2549586981	Department of Laboratory Medicine and Genetics, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, #N#Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W3033349600	Department of Critical Care Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul 06351, Korea.	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W4206365922	Department of Neurology, Kangbuk Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.	[848706, 2802194831]	['848706 - Sungkyunkwan University', '-1 - None', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2625436637	Department of Neurosurgery, Samsung Medical Center, SungKyunKwan University School of Medicine, Seoul, Korea.	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2165748990	Department of Pediatrics, Samsung Medical Center, Sungkyunkwan  University School of Medicine, Seoul, Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W4280617987	Department of Medicine, Samsung Medical Center, School of Medicine, Sungkyunkwan University, Seoul, South Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2165089767	Samsung Medical Center, Sungkyunkwan university school of medicine, Seoul, Republic of Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W3043070946	Department of Laboratory Medicine and Genetics, Samsung Medical Center, Sungkyunkwan University School of Medicine, 81 Irwon-ro, Gangnam-gu, Seoul 06531, Korea.	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W3032196723	Department of Pediatrics, Sungkyunkwan University School of Medicine, Samsung Medical Center, Seoul,	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2460529392	Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of medicine, Seoul, Republic of Korea.	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2563831959	Division of Hematology-Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, #N#Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W1967517908	Department of Obstetrics and Gynecology Samsung Medical Center, Sungkyunkwan University, School of Medicine  Seoul South Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W3035867553	Division of Hematology-Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Republic of (South) Korea	[848706, 2802194831]	['848706 - Sungkyunkwan University', '2802194831 - Samsung Medical Center']	848706	2802194831	cwts_multi_inst_related
W2480134408	Department of Internal Medicine, Seoul National University Hospital, Seoul National University, College of Medicine, 101 Daehak-ro, Chongno-gu, Seoul, 110-744, Republic of Korea.	[139264467, 2802835388]	['139264467 - Seoul National University', '2802835388 - Seoul National University Hospital']	139264467	2802835388	cwts_multi_inst_related
W2053078644	Department of Surgery, Seoul National University Hospital, Seoul National University College of Medicine, Seoul, Korea.	[139264467, 2802835388]	['139264467 - Seoul National University', '2802835388 - Seoul National University Hospital']	139264467	2802835388	cwts_multi_inst_related
W3099279022	Department of Pathology, Seoul National University Hospital, Seoul National University College of Medicine Seoul, Korea.	[139264467, 2802835388]	['139264467 - Seoul National University', '2802835388 - Seoul National University Hospital']	139264467	2802835388	cwts_multi_inst_related
W4286355258	Department of Surgery, Seoul National University Bundang Hospital, Seoul National University College of Medicine, Seongnam, Korea.	[139264467, 2803058125]	['139264467 - Seoul National University', '2803058125 - Seoul National University Bundang Hospital']	139264467	2803058125	cwts_multi_inst_related
W3152897680	Department of Orthopaedic Surgery Seoul National University College of Medicine, Seoul National University Bundang Hospital, Seongnam-si, Republic of Korea.	[139264467, 2803058125]	['139264467 - Seoul National University', '2803058125 - Seoul National University Bundang Hospital']	139264467	2803058125	cwts_multi_inst_related
W2585189750	Department of Ophthalmology, Seoul National University College of Medicine, Seoul National University Bundang Hospital, Seongnam, Korea .	[139264467, 2803058125]	['139264467 - Seoul National University', '2803058125 - Seoul National University Bundang Hospital']	139264467	2803058125	cwts_multi_inst_related
